,Name,Rank,Link,Geek Rating,Average ratings,Voters,min_layers,max_layers,min_duration,max_duration,weight
818,Century: Eastern Wonders,819,https://boardgamegeek.com/boardgame/242574/century-eastern-wonders,6.729,7.12,7587.0,2,4,30,45,2.11
819,Between Two Cities,820,https://boardgamegeek.com/boardgame/168435/between-two-cities,6.729,6.98,11319.0,1,7,25,na,1.82
820,Warhammer Quest: The Adventure Card Game,821,https://boardgamegeek.com/boardgame/181521/warhammer-quest-the-adventure-card-game,6.729,7.31,5506.0,1,4,30,60,2.73
821,Menara,822,https://boardgamegeek.com/boardgame/244608/menara,6.729,7.43,3853.0,1,4,10,60,1.56
822,Vegas Showdown,823,https://boardgamegeek.com/boardgame/15364/vegas-showdown,6.726,7.15,6401.0,3,5,75,na,2.36
823,New Frontiers,824,https://boardgamegeek.com/boardgame/255692/new-frontiers,6.726,7.41,3850.0,2,5,45,75,2.96
824,Top Ten,825,https://boardgamegeek.com/boardgame/300905/top-ten,6.725,7.47,3659.0,4,9,30,na,1.09
825,Reef,826,https://boardgamegeek.com/boardgame/244228/reef,6.724,7.02,9823.0,2,4,30,45,1.81
826,Dogs of War,827,https://boardgamegeek.com/boardgame/158435/dogs-of-war,6.723,7.53,3370.0,3,5,75,na,2.65
827,Advanced Squad Leader: Starter Kit #1,828,https://boardgamegeek.com/boardgame/9823/advanced-squad-leader-starter-kit-1,6.723,7.84,2702.0,2,na,120,na,3.76
828,New York Zoo,829,https://boardgamegeek.com/boardgame/300877/new-york-zoo,6.721,7.06,8666.0,1,5,30,60,1.96
829,Yspahan,830,https://boardgamegeek.com/boardgame/22345/yspahan,6.721,7.06,8170.0,2,4,45,60,2.37
830,CO₂: Second Chance,831,https://boardgamegeek.com/boardgame/214887/co2-second-chance,6.72,7.52,3461.0,1,4,60,120,4.09
831,Rhino Hero: Super Battle,832,https://boardgamegeek.com/boardgame/218333/rhino-hero-super-battle,6.719,7.23,5470.0,2,4,10,20,1.1
832,Thunderstone Advance: Towers of Ruin,833,https://boardgamegeek.com/boardgame/116998/thunderstone-advance-towers-of-ruin,6.718,7.32,4762.0,1,5,45,na,2.74
833,Blue Moon City,834,https://boardgamegeek.com/boardgame/21882/blue-moon-city,6.718,7.04,8702.0,2,4,30,50,2.29
834,Eminent Domain,835,https://boardgamegeek.com/boardgame/68425/eminent-domain,6.717,6.98,10536.0,2,4,45,na,2.51
835,Perudo,836,https://boardgamegeek.com/boardgame/45/perudo,6.717,6.92,15477.0,2,6,15,30,1.25
836,Middle-Earth Quest,837,https://boardgamegeek.com/boardgame/31563/middle-earth-quest,6.717,7.39,4217.0,2,4,180,na,3.55
837,Detective Club,838,https://boardgamegeek.com/boardgame/256788/detective-club,6.717,7.38,4235.0,4,8,45,na,1.25
838,Tiny Epic Dungeons,839,https://boardgamegeek.com/boardgame/331787/tiny-epic-dungeons,6.715,7.49,4433.0,1,4,30,60,3.09
839,Blokus,840,https://boardgamegeek.com/boardgame/2453/blokus,6.715,6.86,27761.0,2,4,20,na,1.74
840,Wallenstein,841,https://boardgamegeek.com/boardgame/3307/wallenstein,6.715,7.46,3660.0,3,5,150,na,3.31
841,Deep Sea Adventure,842,https://boardgamegeek.com/boardgame/169654/deep-sea-adventure,6.714,6.9,17718.0,2,6,30,na,1.19
842,Caesar!: Seize Rome in 20 Minutes!,843,https://boardgamegeek.com/boardgame/338957/caesar-seize-rome-in-20-minutes,6.712,7.57,3083.0,1,2,20,na,1.94
843,Disney Villainous: The Worst Takes it All,844,https://boardgamegeek.com/boardgame/256382/disney-villainous-the-worst-takes-it-all,6.711,6.95,20669.0,2,6,45,120,2.48
844,Shipyard,845,https://boardgamegeek.com/boardgame/55600/shipyard,6.711,7.34,4101.0,2,4,120,na,3.5
845,The Pursuit of Happiness,846,https://boardgamegeek.com/boardgame/181687/the-pursuit-of-happiness,6.71,7.18,5758.0,1,4,60,90,2.56
846,Paris: La Cité de la Lumière,847,https://boardgamegeek.com/boardgame/276498/paris-la-cite-de-la-lumiere,6.71,7.27,5158.0,2,na,30,na,2.03
847,Finca,848,https://boardgamegeek.com/boardgame/40628/finca,6.71,7.07,7562.0,2,5,45,na,2.07
848,Moonrakers,849,https://boardgamegeek.com/boardgame/270239/moonrakers,6.71,7.73,3197.0,1,5,60,120,2.47
849,Roll Player Adventures,850,https://boardgamegeek.com/boardgame/254708/roll-player-adventures,6.709,8.18,1949.0,1,4,90,150,2.37
850,Khôra: Rise of an Empire,851,https://boardgamegeek.com/boardgame/299684/khora-rise-of-an-empire,6.709,7.4,3989.0,2,4,75,na,2.75
851,Warhammer: Invasion,852,https://boardgamegeek.com/boardgame/47185/warhammer-invasion,6.709,7.24,6066.0,2,na,45,na,2.74
852,Wizard,853,https://boardgamegeek.com/boardgame/1465/wizard,6.708,6.98,11903.0,3,6,45,na,1.71
853,878 Vikings: Invasions of England,854,https://boardgamegeek.com/boardgame/204516/878-vikings-invasions-of-england,6.708,7.5,3542.0,2,4,60,120,2.61
854,Caverna: Cave vs Cave,855,https://boardgamegeek.com/boardgame/220520/caverna-cave-vs-cave,6.706,7.09,6932.0,1,2,20,40,2.56
855,Crown of Emara,856,https://boardgamegeek.com/boardgame/256570/crown-of-emara,6.706,7.39,3882.0,1,4,45,75,3.06
856,Kanagawa,857,https://boardgamegeek.com/boardgame/200147/kanagawa,6.706,7.02,9139.0,2,4,45,na,2.01
857,The Lord of the Rings: Duel for Middle-earth,858,https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth,6.705,8.57,1594.0,2,na,30,45,2.05
858,Ricochet Robots,859,https://boardgamegeek.com/boardgame/51/ricochet-robots,6.705,7.03,9228.0,1,99,30,na,2.38
859,Trio,860,https://boardgamegeek.com/boardgame/352515/trio,6.704,7.32,4670.0,3,6,15,na,1.04
860,Blue Lagoon,861,https://boardgamegeek.com/boardgame/244331/blue-lagoon,6.702,7.21,5200.0,2,4,30,45,2.01
861,Circadians: First Light,862,https://boardgamegeek.com/boardgame/264052/circadians-first-light,6.702,7.56,3117.0,1,4,60,90,3.39
862,Empires: Age of Discovery,863,https://boardgamegeek.com/boardgame/173442/empires-age-of-discovery,6.699,7.84,2284.0,2,6,50,150,3.33
863,Incan Gold,864,https://boardgamegeek.com/boardgame/15512/incan-gold,6.699,6.84,21894.0,3,8,30,na,1.11
864,Ex Libris,865,https://boardgamegeek.com/boardgame/201825/ex-libris,6.699,7.13,6632.0,1,4,45,na,2.53
865,Dice Hospital,866,https://boardgamegeek.com/boardgame/218121/dice-hospital,6.699,7.12,6579.0,1,4,45,90,2.3
866,World Without End,867,https://boardgamegeek.com/boardgame/43528/world-without-end,6.699,7.23,5101.0,2,4,90,120,2.81
867,Saint Petersburg (Second Edition),868,https://boardgamegeek.com/boardgame/156943/saint-petersburg-second-edition,6.698,7.46,3422.0,2,5,60,na,2.66
868,Railroad Ink: Blazing Red Edition,869,https://boardgamegeek.com/boardgame/251678/railroad-ink-blazing-red-edition,6.698,7.08,7229.0,1,6,20,30,1.48
869,Space Hulk,870,https://boardgamegeek.com/boardgame/2163/space-hulk,6.698,7.49,3883.0,2,na,45,na,2.5
870,Tumblin' Dice,871,https://boardgamegeek.com/boardgame/16747/tumblin-dice,6.698,7.25,4738.0,1,6,20,45,1.04
871,Unfair,872,https://boardgamegeek.com/boardgame/179172/unfair,6.695,7.32,5218.0,2,5,50,125,2.71
872,Super Motherload,873,https://boardgamegeek.com/boardgame/162286/super-motherload,6.695,7.34,4083.0,2,4,60,75,2.27
873,Cry Havoc,874,https://boardgamegeek.com/boardgame/192457/cry-havoc,6.695,7.12,6946.0,2,4,60,120,3.29
874,Raccoon Tycoon,875,https://boardgamegeek.com/boardgame/254386/raccoon-tycoon,6.695,7.26,4900.0,2,5,60,90,2.15
875,Disney Villainous: Perfectly Wretched,876,https://boardgamegeek.com/boardgame/299047/disney-villainous-perfectly-wretched,6.695,7.61,3354.0,2,3,40,60,2.31
876,A War of Whispers,877,https://boardgamegeek.com/boardgame/253499/a-war-of-whispers,6.694,7.31,4429.0,2,4,30,60,2.57
877,HITSTER,878,https://boardgamegeek.com/boardgame/318243/hitster,6.693,7.66,2750.0,2,10,30,na,1.01
878,SpaceCorp: 2025-2300AD,879,https://boardgamegeek.com/boardgame/214029/spacecorp-2025-2300ad,6.693,7.68,2769.0,1,4,60,240,2.99
879,Exit: The Game – The Secret Lab,880,https://boardgamegeek.com/boardgame/203417/exit-the-game-the-secret-lab,6.692,7.05,7080.0,1,6,45,150,2.53
880,Let's Go! To Japan,881,https://boardgamegeek.com/boardgame/368173/lets-go-to-japan,6.691,7.83,2336.0,1,4,45,60,2.25
881,Clever Cubed,882,https://boardgamegeek.com/boardgame/316546/clever-cubed,6.689,7.48,3243.0,1,4,30,na,2.41
882,Red7,883,https://boardgamegeek.com/boardgame/161417/red7,6.689,6.87,16277.0,2,4,5,30,1.7
883,La Granja: Deluxe Master Set,884,https://boardgamegeek.com/boardgame/341945/la-granja-deluxe-master-set,6.688,8.3,1599.0,1,4,90,120,3.47
884,Hannibal & Hamilcar,885,https://boardgamegeek.com/boardgame/227460/hannibal-and-hamilcar,6.688,8.29,1769.0,2,na,40,200,3.88
885,"Heroes of Land, Air & Sea",886,https://boardgamegeek.com/boardgame/198830/heroes-of-land-air-and-sea,6.687,7.58,3191.0,1,4,120,180,3.29
886,Cerebria: The Inside World,887,https://boardgamegeek.com/boardgame/218479/cerebria-the-inside-world,6.687,7.74,2720.0,1,4,60,120,4.34
887,Panamax,888,https://boardgamegeek.com/boardgame/131287/panamax,6.687,7.31,4073.0,2,4,90,120,3.75
888,Black Angel,889,https://boardgamegeek.com/boardgame/230244/black-angel,6.686,7.23,4959.0,1,4,60,120,3.86
889,Star Wars: Unlimited,890,https://boardgamegeek.com/boardgame/387866/star-wars-unlimited,6.686,8.15,1968.0,2,4,20,na,2.35
890,FUSE,891,https://boardgamegeek.com/boardgame/171273/fuse,6.686,7.0,8853.0,1,5,10,na,1.66
891,Not Alone,892,https://boardgamegeek.com/boardgame/194879/not-alone,6.685,6.97,11099.0,2,7,30,45,1.98
892,Vast: The Crystal Caverns,893,https://boardgamegeek.com/boardgame/170416/vast-the-crystal-caverns,6.684,7.11,7062.0,1,5,75,150,3.64
893,Santiago,894,https://boardgamegeek.com/boardgame/8125/santiago,6.684,7.16,5431.0,3,5,75,na,2.48
894,Tammany Hall,895,https://boardgamegeek.com/boardgame/30645/tammany-hall,6.684,7.28,4370.0,3,5,90,na,2.78
895,Gentes,896,https://boardgamegeek.com/boardgame/217780/gentes,6.684,7.39,3623.0,1,4,90,na,3.17
896,Up Front,897,https://boardgamegeek.com/boardgame/586/up-front,6.684,7.89,2287.0,2,na,60,na,3.42
897,Dale of Merchants,898,https://boardgamegeek.com/boardgame/176165/dale-of-merchants,6.683,7.17,5719.0,2,4,30,na,2.08
898,Celestia,899,https://boardgamegeek.com/boardgame/175117/celestia,6.683,6.94,11740.0,2,6,30,na,1.32
899,Merchants Cove,900,https://boardgamegeek.com/boardgame/277700/merchants-cove,6.682,7.46,3555.0,1,4,60,90,2.71
900,The Duke,901,https://boardgamegeek.com/boardgame/36235/the-duke,6.681,7.32,4206.0,2,na,30,na,2.48
901,Unlock!: Epic Adventures,902,https://boardgamegeek.com/boardgame/294612/unlock-epic-adventures,6.68,7.71,2433.0,1,6,60,na,2.16
902,Squad Leader,903,https://boardgamegeek.com/boardgame/1035/squad-leader,6.679,7.55,3455.0,2,na,60,na,4.04
903,King of New York,904,https://boardgamegeek.com/boardgame/160499/king-of-new-york,6.679,6.88,16752.0,2,6,40,na,1.87
904,Jambo,905,https://boardgamegeek.com/boardgame/12002/jambo,6.678,6.99,8351.0,2,na,45,na,2.07
905,Tang Garden,906,https://boardgamegeek.com/boardgame/252153/tang-garden,6.678,7.35,4173.0,1,4,40,60,2.61
906,Abomination: The Heir of Frankenstein,907,https://boardgamegeek.com/boardgame/239472/abomination-the-heir-of-frankenstein,6.677,7.46,3481.0,2,4,90,180,3.25
907,Letter Jam,908,https://boardgamegeek.com/boardgame/275467/letter-jam,6.676,7.18,5010.0,2,6,45,na,1.96
908,Fugitive,909,https://boardgamegeek.com/boardgame/197443/fugitive,6.676,7.15,5418.0,2,na,5,20,1.65
909,Dungeons & Dragons: The Legend of Drizzt Board Game,910,https://boardgamegeek.com/boardgame/91872/dungeons-and-dragons-the-legend-of-drizzt-board-ga,6.675,7.21,6447.0,1,5,60,na,2.58
910,Arcadia Quest: Inferno,911,https://boardgamegeek.com/boardgame/179803/arcadia-quest-inferno,6.674,7.86,2389.0,2,4,60,120,2.46
911,The 7th Citadel,912,https://boardgamegeek.com/boardgame/286063/the-7th-citadel,6.673,8.61,1587.0,1,4,5,1000,3.0
912,Clinic: Deluxe Edition,913,https://boardgamegeek.com/boardgame/272739/clinic-deluxe-edition,6.672,7.61,2756.0,1,4,60,150,3.98
913,Pandemic: Rising Tide,914,https://boardgamegeek.com/boardgame/234671/pandemic-rising-tide,6.672,7.55,2935.0,2,5,45,na,2.53
914,Morels,915,https://boardgamegeek.com/boardgame/122298/morels,6.671,6.99,9447.0,2,na,30,na,1.74
915,Outlive,916,https://boardgamegeek.com/boardgame/191051/outlive,6.671,7.28,4697.0,2,4,40,110,3.01
916,Among the Stars,917,https://boardgamegeek.com/boardgame/110277/among-the-stars,6.671,7.03,7245.0,2,4,30,na,2.24
917,1989: Dawn of Freedom,918,https://boardgamegeek.com/boardgame/26997/1989-dawn-of-freedom,6.67,7.77,2344.0,2,na,150,na,3.29
918,Azul: Master Chocolatier,919,https://boardgamegeek.com/boardgame/363247/azul-master-chocolatier,6.67,7.89,2228.0,2,4,30,45,1.78
919,Last Bastion,920,https://boardgamegeek.com/boardgame/285984/last-bastion,6.67,7.46,3533.0,1,4,45,na,2.61
920,Parade,921,https://boardgamegeek.com/boardgame/56692/parade,6.67,7.0,8089.0,2,6,45,na,1.46
921,Lovecraft Letter,922,https://boardgamegeek.com/boardgame/198740/lovecraft-letter,6.669,7.22,4973.0,2,6,5,15,1.43
922,Brazil: Imperial,923,https://boardgamegeek.com/boardgame/249277/brazil-imperial,6.668,7.58,3238.0,1,4,100,na,2.98
923,Battle for Rokugan,924,https://boardgamegeek.com/boardgame/234477/battle-for-rokugan,6.667,7.4,3823.0,2,5,60,90,2.75
924,XCOM: The Board Game,925,https://boardgamegeek.com/boardgame/163602/xcom-the-board-game,6.667,7.0,9143.0,1,4,60,120,2.91
925,The Lord of the Rings: Duel for Middle-earth,926,https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth,6.667,8.58,1510.0,2,na,30,45,2.05
926,Lords of Xidit,927,https://boardgamegeek.com/boardgame/156566/lords-of-xidit,6.667,7.08,6301.0,3,5,90,na,2.64
927,Undaunted: Stalingrad,928,https://boardgamegeek.com/boardgame/354570/undaunted-stalingrad,6.663,8.61,1438.0,2,na,45,75,2.63
928,ZÈRTZ,929,https://boardgamegeek.com/boardgame/528/zertz,6.663,7.27,4392.0,2,na,30,60,2.74
929,Tribune: Primus Inter Pares,930,https://boardgamegeek.com/boardgame/30957/tribune-primus-inter-pares,6.662,7.21,4675.0,2,5,60,120,2.87
930,Ohanami,931,https://boardgamegeek.com/boardgame/270314/ohanami,6.662,7.29,4105.0,2,4,20,na,1.15
931,Rurik: Dawn of Kiev,932,https://boardgamegeek.com/boardgame/228328/rurik-dawn-of-kiev,6.661,7.72,2546.0,1,4,60,120,3.09
932,Star Wars: The Card Game,933,https://boardgamegeek.com/boardgame/103886/star-wars-the-card-game,6.661,7.18,5808.0,2,na,30,60,2.96
933,Dinosaur World,934,https://boardgamegeek.com/boardgame/317457/dinosaur-world,6.661,7.36,3936.0,2,4,60,120,3.25
934,Smart10,935,https://boardgamegeek.com/boardgame/241590/smart10,6.66,7.49,3121.0,2,8,20,120,1.16
935,Startups,936,https://boardgamegeek.com/boardgame/223770/startups,6.66,7.2,4792.0,3,7,20,na,1.58
936,Vasco da Gama,937,https://boardgamegeek.com/boardgame/41002/vasco-da-gama,6.66,7.22,4576.0,2,4,60,120,3.24
937,Friedrich,938,https://boardgamegeek.com/boardgame/12891/friedrich,6.659,7.56,2908.0,3,4,210,na,3.13
938,One Deck Dungeon,939,https://boardgamegeek.com/boardgame/179275/one-deck-dungeon,6.659,6.94,11673.0,1,2,30,45,2.08
939,Coffee Roaster,940,https://boardgamegeek.com/boardgame/196526/coffee-roaster,6.659,7.34,3688.0,1,na,10,30,2.11
940,Qwixx,941,https://boardgamegeek.com/boardgame/131260/qwixx,6.657,6.87,13910.0,2,5,15,na,1.11
941,Roam,942,https://boardgamegeek.com/boardgame/267319/roam,6.656,7.29,4074.0,2,4,30,45,1.84
942,Reef Encounter,943,https://boardgamegeek.com/boardgame/12962/reef-encounter,6.656,7.13,5222.0,2,4,60,120,3.68
943,The Lost Expedition,944,https://boardgamegeek.com/boardgame/216459/the-lost-expedition,6.655,7.04,7354.0,1,5,30,50,1.88
944,Scoville,945,https://boardgamegeek.com/boardgame/145659/scoville,6.655,7.12,5456.0,2,6,60,90,2.78
945,Forbidden Island,946,https://boardgamegeek.com/boardgame/65244/forbidden-island,6.655,6.76,51493.0,2,4,30,na,1.74
946,Star Trek: Fleet Captains,947,https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains,6.654,7.47,3344.0,2,4,90,120,3.06
947,Rhino Hero,948,https://boardgamegeek.com/boardgame/91514/rhino-hero,6.654,6.91,11415.0,2,5,5,15,1.02
948,Spyrium,949,https://boardgamegeek.com/boardgame/137269/spyrium,6.654,7.04,6366.0,2,5,75,na,2.89
949,Yedo,950,https://boardgamegeek.com/boardgame/117915/yedo,6.652,7.35,3848.0,2,5,120,180,3.34
950,Werewords,951,https://boardgamegeek.com/boardgame/219215/werewords,6.65,7.12,5387.0,4,10,10,na,1.16
951,Combat Commander: Pacific,952,https://boardgamegeek.com/boardgame/28181/combat-commander-pacific,6.65,8.11,1747.0,2,na,180,na,3.24
952,Mahjong,953,https://boardgamegeek.com/boardgame/2093/mahjong,6.649,7.05,7680.0,3,4,120,na,2.58
953,"13 Days: The Cuban Missile Crisis, 1962",954,https://boardgamegeek.com/boardgame/177590/13-days-the-cuban-missile-crisis-1962,6.648,7.21,4538.0,2,na,45,na,2.33
954,Washington's War,955,https://boardgamegeek.com/boardgame/38996/washingtons-war,6.646,7.6,2631.0,2,na,90,na,2.89
955,Zombicide: Invader,956,https://boardgamegeek.com/boardgame/248065/zombicide-invader,6.646,7.78,2703.0,1,6,60,na,2.35
956,Black Sonata,957,https://boardgamegeek.com/boardgame/231218/black-sonata,6.644,7.47,3175.0,1,na,30,na,2.1
957,Hyperborea,958,https://boardgamegeek.com/boardgame/119788/hyperborea,6.644,7.17,5004.0,2,6,50,150,3.16
958,Container,959,https://boardgamegeek.com/boardgame/26990/container,6.644,7.16,4840.0,3,5,60,90,3.24
959,Codex Naturalis,960,https://boardgamegeek.com/boardgame/314503/codex-naturalis,6.644,7.23,4704.0,1,4,20,30,1.74
960,Imperial Steam,961,https://boardgamegeek.com/boardgame/338760/imperial-steam,6.643,7.79,2170.0,2,4,120,na,4.19
961,Luxor,962,https://boardgamegeek.com/boardgame/245643/luxor,6.642,7.2,4766.0,2,4,45,na,1.9
962,Jekyll vs. Hyde,963,https://boardgamegeek.com/boardgame/297129/jekyll-vs-hyde,6.642,7.23,4298.0,2,na,30,na,1.85
963,Roll Through the Ages: The Bronze Age,964,https://boardgamegeek.com/boardgame/37380/roll-through-the-ages-the-bronze-age,6.642,6.85,12169.0,1,4,30,45,1.78
964,Spicy,965,https://boardgamegeek.com/boardgame/299169/spicy,6.641,7.15,5574.0,2,6,15,20,1.35
965,Carcassonne: The City,966,https://boardgamegeek.com/boardgame/12902/carcassonne-the-city,6.639,7.2,4498.0,2,4,30,45,2.26
966,Thunderstone,967,https://boardgamegeek.com/boardgame/53953/thunderstone,6.638,6.91,10609.0,1,5,60,na,2.5
967,Challengers!,968,https://boardgamegeek.com/boardgame/359970/challengers,6.638,7.11,5733.0,1,8,45,na,1.79
968,Caylus 1303,969,https://boardgamegeek.com/boardgame/284818/caylus-1303,6.638,7.44,3191.0,2,5,60,90,2.86
969,Nightmare Productions,970,https://boardgamegeek.com/boardgame/904/nightmare-productions,6.636,7.06,5766.0,2,5,60,na,2.1
970,Pictomania,971,https://boardgamegeek.com/boardgame/98229/pictomania,6.636,7.27,3899.0,3,6,25,na,1.53
971,Catacombs (Third Edition),972,https://boardgamegeek.com/boardgame/195137/catacombs-third-edition,6.635,7.47,3053.0,2,5,60,90,2.4
972,Akrotiri,973,https://boardgamegeek.com/boardgame/154458/akrotiri,6.634,7.17,4741.0,2,na,45,na,2.64
973,Ca$h 'n Guns: Second Edition,974,https://boardgamegeek.com/boardgame/155362/ca-dollar-h-n-guns-second-edition,6.634,6.82,15671.0,4,8,30,na,1.25
974,Red Rising,975,https://boardgamegeek.com/boardgame/329465/red-rising,6.633,7.0,8126.0,1,6,45,60,2.31
975,Formula Dé,976,https://boardgamegeek.com/boardgame/173/formula-de,6.633,7.0,7924.0,2,10,120,na,1.95
976,Last Night on Earth: The Zombie Game,977,https://boardgamegeek.com/boardgame/29368/last-night-on-earth-the-zombie-game,6.632,6.91,14168.0,2,6,60,90,2.3
977,Daybreak,978,https://boardgamegeek.com/boardgame/334986/daybreak,6.631,7.69,2435.0,1,4,60,120,2.88
978,San Marco,979,https://boardgamegeek.com/boardgame/1041/san-marco,6.631,7.17,4577.0,3,4,75,na,2.67
979,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,980,https://boardgamegeek.com/boardgame/24800/conflict-of-heroes-awakening-the-bear-russia-1941,6.631,7.5,3068.0,1,4,120,na,3.0
980,Palm Island,981,https://boardgamegeek.com/boardgame/239464/palm-island,6.63,7.08,6246.0,1,2,15,na,1.75
981,Union Pacific,982,https://boardgamegeek.com/boardgame/94/union-pacific,6.63,7.19,4355.0,2,6,90,na,2.55
982,Spyfall,983,https://boardgamegeek.com/boardgame/166384/spyfall,6.63,6.77,21527.0,3,8,15,na,1.23
983,Napoleon's Triumph,984,https://boardgamegeek.com/boardgame/18098/napoleons-triumph,6.629,8.0,1836.0,2,na,180,na,3.65
984,The Mind,985,https://boardgamegeek.com/boardgame/244992/the-mind,6.628,6.75,32435.0,2,4,20,na,1.08
985,Istanbul: The Dice Game,986,https://boardgamegeek.com/boardgame/235488/istanbul-the-dice-game,6.628,7.15,4900.0,2,4,20,40,1.79
986,Tajemnicze Domostwo,987,https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo,6.628,7.1,5421.0,2,7,30,60,1.83
987,Marvel Dice Masters: Avengers vs. X-Men,988,https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men,6.626,7.09,5703.0,2,na,60,na,2.3
988,The Palaces of Carrara,989,https://boardgamegeek.com/boardgame/129948/the-palaces-of-carrara,6.626,7.13,4797.0,2,4,60,na,2.59
989,Evergreen,990,https://boardgamegeek.com/boardgame/363307/evergreen,6.625,7.47,3013.0,1,4,45,na,2.13
990,Stella: Dixit Universe,991,https://boardgamegeek.com/boardgame/329845/stella-dixit-universe,6.625,7.31,3703.0,3,6,30,na,1.13
991,Tak,992,https://boardgamegeek.com/boardgame/197405/tak,6.624,7.58,2925.0,2,na,20,60,2.43
992,Summoner Wars: Alliances Master Set,993,https://boardgamegeek.com/boardgame/158889/summoner-wars-alliances-master-set,6.623,8.04,1825.0,2,4,45,na,2.73
993,Jaws,994,https://boardgamegeek.com/boardgame/272738/jaws,6.622,7.09,6230.0,2,4,60,na,2.14
994,Kitchen Rush,995,https://boardgamegeek.com/boardgame/223953/kitchen-rush,6.622,7.23,4070.0,1,4,30,45,2.2
995,Genoa,996,https://boardgamegeek.com/boardgame/1345/genoa,6.621,7.05,6191.0,2,5,60,120,3.07
996,Tinners' Trail,997,https://boardgamegeek.com/boardgame/35570/tinners-trail,6.621,7.21,4117.0,3,4,60,90,2.83
997,Tiny Epic Dinosaurs,998,https://boardgamegeek.com/boardgame/291508/tiny-epic-dinosaurs,6.619,7.32,3684.0,1,4,30,60,2.63
998,Signorie,999,https://boardgamegeek.com/boardgame/177678/signorie,6.619,7.38,3173.0,2,4,60,120,3.52
999,Kingsburg (Second Edition),1000,https://boardgamegeek.com/boardgame/199966/kingsburg-second-edition,6.618,7.39,3191.0,2,5,90,120,2.45
