,id,name,Link,Min_players,Max_players,Min_duration,Max_duration,Weight
667,304051,Creature Comforts,https://boardgamegeek.com/boardgame/304051,1,5,45,na,2.35
668,58421,Egizia,https://boardgamegeek.com/boardgame/58421,2,4,90,na,2.83
669,266121,Unlock!: Heroic Adventures,https://boardgamegeek.com/boardgame/266121,1,6,60,na,2.23
670,875,Roads & Boats,https://boardgamegeek.com/boardgame/875,1,4,240,na,4.2
671,328866,My Father's Work,https://boardgamegeek.com/boardgame/328866,2,4,180,na,3.12
672,42215,Tobago,https://boardgamegeek.com/boardgame/42215,2,4,60,na,2.13
673,318243,HITSTER,https://boardgamegeek.com/boardgame/318243,2,10,30,na,1.01
674,159508,AquaSphere,https://boardgamegeek.com/boardgame/159508,2,4,100,na,3.68
675,295564,Unmatched Game System,https://boardgamegeek.com/boardgame/295564,2,4,20,40,1.97
676,256999,Project: ELITE,https://boardgamegeek.com/boardgame/256999,1,6,60,na,2.48
677,130960,Triumph & Tragedy: European Balance of Power 1936-1945,https://boardgamegeek.com/boardgame/130960,2,3,240,360,3.41
678,307305,Bullet♥︎,https://boardgamegeek.com/boardgame/307305,1,4,10,20,2.11
679,237179,Weather Machine,https://boardgamegeek.com/boardgame/237179,2,4,60,150,4.6
680,123123,BattleCON: Devastation of Indines,https://boardgamegeek.com/boardgame/123123,1,5,45,na,3.12
681,131357,Coup,https://boardgamegeek.com/boardgame/131357,2,6,15,na,1.41
682,141572,Paperback,https://boardgamegeek.com/boardgame/141572,2,5,45,na,2.0
683,269511,Cooper Island,https://boardgamegeek.com/boardgame/269511,1,4,60,120,4.17
684,192836,The Colonists,https://boardgamegeek.com/boardgame/192836,1,4,30,360,4.07
685,699,HeroQuest,https://boardgamegeek.com/boardgame/699,2,5,90,na,2.14
686,111799,Cuba Libre,https://boardgamegeek.com/boardgame/111799,1,4,180,na,3.61
687,244115,Shards of Infinity,https://boardgamegeek.com/boardgame/244115,2,4,30,na,2.05
688,270673,Silver & Gold,https://boardgamegeek.com/boardgame/270673,2,4,20,na,1.19
689,362944,War of the Ring: The Card Game,https://boardgamegeek.com/boardgame/362944,2,4,90,120,2.96
690,46,Medici,https://boardgamegeek.com/boardgame/46,2,6,60,na,2.22
691,9625,Struggle of Empires,https://boardgamegeek.com/boardgame/9625,2,7,180,240,3.59
692,5782,Coloretto,https://boardgamegeek.com/boardgame/5782,2,5,30,na,1.27
693,39351,Automobile,https://boardgamegeek.com/boardgame/39351,3,5,120,na,3.53
694,140603,Francis Drake,https://boardgamegeek.com/boardgame/140603,3,5,90,120,2.91
695,190082,Whitehall Mystery,https://boardgamegeek.com/boardgame/190082,2,4,45,60,2.11
696,334986,Daybreak,https://boardgamegeek.com/boardgame/334986,1,4,60,120,2.88
697,30869,Thebes,https://boardgamegeek.com/boardgame/30869,2,4,60,na,2.16
698,291845,Three Sisters,https://boardgamegeek.com/boardgame/291845,1,4,30,60,2.67
699,347703,First Rat,https://boardgamegeek.com/boardgame/347703,1,5,30,75,2.27
700,39938,Carson City,https://boardgamegeek.com/boardgame/39938,2,5,90,na,3.18
701,224710,Zombicide: Green Horde,https://boardgamegeek.com/boardgame/224710,1,6,60,na,2.47
702,113924,Zombicide,https://boardgamegeek.com/boardgame/113924,1,6,60,na,2.53
703,135219,The Battle of Five Armies,https://boardgamegeek.com/boardgame/135219,2,na,90,240,3.58
704,6472,A Game of Thrones,https://boardgamegeek.com/boardgame/6472,3,5,180,na,3.45
705,155703,Evolution,https://boardgamegeek.com/boardgame/155703,2,6,60,na,2.43
706,329551,Mosaic: A Story of Civilization,https://boardgamegeek.com/boardgame/329551,2,6,120,na,2.98
707,42776,Gears of War: The Board Game,https://boardgamegeek.com/boardgame/42776,1,4,60,180,2.88
708,298383,Golem,https://boardgamegeek.com/boardgame/298383,1,4,90,120,4.01
709,153016,Telestrations: 12 Player Party Pack,https://boardgamegeek.com/boardgame/153016,4,12,30,na,1.06
710,3685,Hammer of the Scots,https://boardgamegeek.com/boardgame/3685,2,na,120,180,2.95
711,143519,Quantum,https://boardgamegeek.com/boardgame/143519,2,4,60,na,2.47
712,135779,A Fake Artist Goes to New York,https://boardgamegeek.com/boardgame/135779,5,10,20,na,1.11
713,160010,Conan,https://boardgamegeek.com/boardgame/160010,2,5,90,na,2.77
714,37904,Formula D,https://boardgamegeek.com/boardgame/37904,2,10,60,na,1.97
715,10547,Betrayal at House on the Hill,https://boardgamegeek.com/boardgame/10547,3,6,60,na,2.4
716,13004,The Downfall of Pompeii,https://boardgamegeek.com/boardgame/13004,2,4,45,na,1.84
717,369880,Beer & Bread,https://boardgamegeek.com/boardgame/369880,2,na,30,45,2.32
718,244114,Yellow & Yangtze,https://boardgamegeek.com/boardgame/244114,2,4,90,na,3.07
719,205359,Star Wars: Destiny,https://boardgamegeek.com/boardgame/205359,2,na,30,na,2.45
720,169255,A Game of Thrones: The Card Game (Second Edition),https://boardgamegeek.com/boardgame/169255,2,4,60,120,3.53
721,346501,Mille Fiori,https://boardgamegeek.com/boardgame/346501,2,4,60,90,2.18
722,328479,Living Forest,https://boardgamegeek.com/boardgame/328479,1,4,40,na,2.22
723,212445,Blood Bowl (2016 Edition),https://boardgamegeek.com/boardgame/212445,2,na,60,180,3.56
724,1353,Time's Up!,https://boardgamegeek.com/boardgame/1353,4,18,90,na,1.2
725,174785,Mare Nostrum: Empires,https://boardgamegeek.com/boardgame/174785,3,5,90,120,2.99
726,258036,Between Two Castles of Mad King Ludwig,https://boardgamegeek.com/boardgame/258036,2,7,45,60,2.17
727,281655,High Frontier 4 All,https://boardgamegeek.com/boardgame/281655,1,5,30,240,4.81
728,218603,Photosynthesis,https://boardgamegeek.com/boardgame/218603,2,4,30,60,2.26
729,24508,Taluva,https://boardgamegeek.com/boardgame/24508,2,4,45,na,2.25
730,386368,Ezra and Nehemiah,https://boardgamegeek.com/boardgame/386368,1,4,90,120,3.84
731,337765,Brian Boru: High King of Ireland,https://boardgamegeek.com/boardgame/337765,3,5,60,90,2.56
732,107529,Kingdom Builder,https://boardgamegeek.com/boardgame/107529,2,4,45,na,2.07
733,271518,Disney Villainous: Wicked to the Core,https://boardgamegeek.com/boardgame/271518,2,3,40,60,2.36
734,370913,Star Wars: The Clone Wars,https://boardgamegeek.com/boardgame/370913,1,5,60,na,2.14
735,171499,Cacao,https://boardgamegeek.com/boardgame/171499,2,4,45,na,1.82
736,2398,Cribbage,https://boardgamegeek.com/boardgame/2398,2,6,30,na,1.9
737,209778,Magic Maze,https://boardgamegeek.com/boardgame/209778,1,8,15,na,1.75
738,3201,Lord of the Rings: The Confrontation,https://boardgamegeek.com/boardgame/3201,2,na,30,na,2.15
739,100423,Elder Sign,https://boardgamegeek.com/boardgame/100423,1,8,90,na,2.34
740,262941,Dominant Species: Marine,https://boardgamegeek.com/boardgame/262941,2,4,90,150,3.69
741,273330,Bloodborne: The Board Game,https://boardgamegeek.com/boardgame/273330,1,4,45,75,3.09
742,334065,Verdant,https://boardgamegeek.com/boardgame/334065,1,5,45,60,2.08
743,21763,Mr. Jack,https://boardgamegeek.com/boardgame/21763,2,na,30,na,2.17
744,326494,The Adventures of Robin Hood,https://boardgamegeek.com/boardgame/326494,2,4,60,na,1.83
745,306040,Merv: The Heart of the Silk Road,https://boardgamegeek.com/boardgame/306040,1,4,90,na,3.43
746,296912,Fort,https://boardgamegeek.com/boardgame/296912,2,4,20,40,2.45
747,121408,Trains,https://boardgamegeek.com/boardgame/121408,2,4,45,na,2.38
748,300300,Chronicles of Crime: 1400,https://boardgamegeek.com/boardgame/300300,1,4,60,90,1.98
749,233247,Civilization: A New Dawn,https://boardgamegeek.com/boardgame/233247,2,4,60,120,3.16
750,283864,Trails of Tucana,https://boardgamegeek.com/boardgame/283864,1,8,15,na,1.24
751,163166,One Night Ultimate Werewolf: Daybreak,https://boardgamegeek.com/boardgame/163166,3,10,10,na,1.39
752,361545,Twilight Inscription,https://boardgamegeek.com/boardgame/361545,1,8,90,120,3.2
753,198953,Pax Renaissance,https://boardgamegeek.com/boardgame/198953,2,4,60,120,4.46
754,1513,The Republic of Rome,https://boardgamegeek.com/boardgame/1513,1,6,300,na,4.37
755,306881,Railroad Ink Challenge: Lush Green Edition,https://boardgamegeek.com/boardgame/306881,1,4,15,30,2.14
756,119432,Snowdonia,https://boardgamegeek.com/boardgame/119432,1,5,30,90,2.99
757,416851,Castle Combo,https://boardgamegeek.com/boardgame/416851,2,5,10,25,1.69
758,163839,Feudum,https://boardgamegeek.com/boardgame/163839,2,5,80,180,4.58
759,132018,Churchill,https://boardgamegeek.com/boardgame/132018,1,3,60,300,3.37
760,345868,Federation,https://boardgamegeek.com/boardgame/345868,2,4,60,120,3.75
761,183562,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set,https://boardgamegeek.com/boardgame/183562,2,na,30,45,2.84
762,41,Can't Stop,https://boardgamegeek.com/boardgame/41,2,4,30,na,1.14
763,387866,Star Wars: Unlimited,https://boardgamegeek.com/boardgame/387866,2,4,20,na,2.35
764,204472,Sub Terra,https://boardgamegeek.com/boardgame/204472,1,6,60,na,2.15
765,279613,Unlock!: Timeless Adventures,https://boardgamegeek.com/boardgame/279613,1,6,60,90,2.0
766,284760,Disney Villainous: Evil Comes Prepared,https://boardgamegeek.com/boardgame/284760,2,3,40,60,2.33
767,58281,Summoner Wars,https://boardgamegeek.com/boardgame/58281,2,4,30,60,2.34
768,180511,Shakespeare,https://boardgamegeek.com/boardgame/180511,1,4,20,90,2.99
769,113294,Escape: The Curse of the Temple,https://boardgamegeek.com/boardgame/113294,1,5,10,na,1.48
770,231581,AuZtralia,https://boardgamegeek.com/boardgame/231581,1,4,30,120,2.88
771,283863,The Magnificent,https://boardgamegeek.com/boardgame/283863,1,4,60,90,3.12
772,23540,Shikoku 1889,https://boardgamegeek.com/boardgame/23540,2,6,180,240,3.86
773,88,Torres,https://boardgamegeek.com/boardgame/88,2,4,60,na,2.86
774,69789,Ascension: Deckbuilding Game,https://boardgamegeek.com/boardgame/69789,1,4,30,na,2.14
775,193558,The Oracle of Delphi,https://boardgamegeek.com/boardgame/193558,2,4,70,100,3.03
776,202670,Ticket to Ride: Rails & Sails,https://boardgamegeek.com/boardgame/202670,2,5,60,120,2.48
777,301255,Whistle Mountain,https://boardgamegeek.com/boardgame/301255,2,4,60,90,3.0
778,30380,Cuba,https://boardgamegeek.com/boardgame/30380,2,5,75,120,3.26
779,50750,Belfort,https://boardgamegeek.com/boardgame/50750,2,5,120,na,3.04
780,2955,Mexica,https://boardgamegeek.com/boardgame/2955,2,4,90,na,2.68
781,257501,KeyForge: Call of the Archons,https://boardgamegeek.com/boardgame/257501,2,na,15,45,2.48
782,346703,7 Wonders: Architects,https://boardgamegeek.com/boardgame/346703,2,7,25,na,1.36
783,242639,Treasure Island,https://boardgamegeek.com/boardgame/242639,2,5,45,na,2.21
784,286063,The 7th Citadel,https://boardgamegeek.com/boardgame/286063,1,4,5,1000,3.0
785,29603,D-Day at Omaha Beach,https://boardgamegeek.com/boardgame/29603,1,2,120,480,3.48
786,266164,Babylonia,https://boardgamegeek.com/boardgame/266164,2,4,60,na,2.4
787,300905,Top Ten,https://boardgamegeek.com/boardgame/300905,4,9,30,na,1.08
788,180593,The Bloody Inn,https://boardgamegeek.com/boardgame/180593,1,4,30,60,2.36
789,341945,La Granja: Deluxe Master Set,https://boardgamegeek.com/boardgame/341945,1,4,90,120,3.47
790,183840,Oh My Goods!,https://boardgamegeek.com/boardgame/183840,2,4,30,na,2.3
791,213893,Yamataï,https://boardgamegeek.com/boardgame/213893,2,4,40,80,2.96
792,123540,Tokaido,https://boardgamegeek.com/boardgame/123540,2,5,45,na,1.74
793,167400,Ashes Reborn: Rise of the Phoenixborn,https://boardgamegeek.com/boardgame/167400,2,4,30,120,2.9
794,220517,The Shipwreck Arcana,https://boardgamegeek.com/boardgame/220517,2,5,10,30,2.24
795,249381,The Estates,https://boardgamegeek.com/boardgame/249381,2,5,40,60,2.32
796,156336,Onirim (Second Edition),https://boardgamegeek.com/boardgame/156336,1,2,15,na,1.6
797,168584,Love Letter: Batman,https://boardgamegeek.com/boardgame/168584,2,4,20,na,1.19
798,71721,Space Hulk: Death Angel – The Card Game,https://boardgamegeek.com/boardgame/71721,1,6,30,60,2.41
799,70512,Luna,https://boardgamegeek.com/boardgame/70512,1,4,60,100,3.32
800,270970,Century: A New World,https://boardgamegeek.com/boardgame/270970,2,4,30,45,2.13
801,7717,Carcassonne: The Castle,https://boardgamegeek.com/boardgame/7717,2,na,30,45,1.98
802,281442,Trismegistus: The Ultimate Formula,https://boardgamegeek.com/boardgame/281442,1,4,90,120,4.18
803,121288,Dixit: Journey,https://boardgamegeek.com/boardgame/121288,3,6,30,na,1.26
804,126792,Myrmes,https://boardgamegeek.com/boardgame/126792,2,4,60,120,3.45
805,146278,Tash-Kalar: Arena of Legends,https://boardgamegeek.com/boardgame/146278,2,4,30,na,2.84
806,154825,Arkwright,https://boardgamegeek.com/boardgame/154825,2,4,120,240,4.58
807,363247,Azul: Master Chocolatier,https://boardgamegeek.com/boardgame/363247,2,4,30,45,1.78
808,203416,Exit: The Game – The Pharaoh's Tomb,https://boardgamegeek.com/boardgame/203416,1,6,45,90,2.76
809,134726,Smash Up: Awesome Level 9000,https://boardgamegeek.com/boardgame/134726,2,na,45,na,2.12
810,20100,Wits & Wagers,https://boardgamegeek.com/boardgame/20100,3,7,25,na,1.21
811,20963,Fury of Dracula (Second Edition),https://boardgamegeek.com/boardgame/20963,2,5,180,na,2.95
812,148729,Maquis,https://boardgamegeek.com/boardgame/148729,1,na,30,na,2.19
813,483,Diplomacy,https://boardgamegeek.com/boardgame/483,2,7,360,na,3.33
814,165401,Wir sind das Volk!,https://boardgamegeek.com/boardgame/165401,2,na,60,150,3.74
815,232219,Dragon Castle,https://boardgamegeek.com/boardgame/232219,1,4,30,45,2.0
816,338957,Caesar!: Seize Rome in 20 Minutes!,https://boardgamegeek.com/boardgame/338957,1,2,20,na,1.94
817,143741,BANG! The Dice Game,https://boardgamegeek.com/boardgame/143741,3,8,15,na,1.28
818,214880,City of the Big Shoulders,https://boardgamegeek.com/boardgame/214880,2,4,120,180,4.01
819,318560,Witchstone,https://boardgamegeek.com/boardgame/318560,2,4,60,90,2.77
820,238799,Messina 1347,https://boardgamegeek.com/boardgame/238799,1,4,60,140,3.59
821,244608,Menara,https://boardgamegeek.com/boardgame/244608,1,4,10,60,1.56
822,73171,Earth Reborn,https://boardgamegeek.com/boardgame/73171,2,4,180,na,3.9
823,280480,Crystal Palace,https://boardgamegeek.com/boardgame/280480,2,5,60,150,3.78
824,162007,Steampunk Rally,https://boardgamegeek.com/boardgame/162007,2,8,45,60,2.62
825,65532,Defenders of the Realm,https://boardgamegeek.com/boardgame/65532,1,4,90,na,2.7
826,219650,Arydia: The Paths We Dare Tread,https://boardgamegeek.com/boardgame/219650,1,4,60,240,3.26
827,270239,Moonrakers,https://boardgamegeek.com/boardgame/270239,1,5,60,120,2.47
828,331787,Tiny Epic Dungeons,https://boardgamegeek.com/boardgame/331787,1,4,30,60,3.09
829,354570,Undaunted: Stalingrad,https://boardgamegeek.com/boardgame/354570,2,na,45,75,2.63
830,87890,Prêt-à-Porter,https://boardgamegeek.com/boardgame/87890,2,4,90,na,3.56
831,173064,Leaving Earth,https://boardgamegeek.com/boardgame/173064,1,5,60,180,3.76
832,73761,K2,https://boardgamegeek.com/boardgame/73761,1,5,60,na,2.24
833,150997,Shadows of Brimstone: Swamps of Death,https://boardgamegeek.com/boardgame/150997,1,4,90,180,3.4
834,143515,Coal Baron,https://boardgamegeek.com/boardgame/143515,2,4,60,75,2.54
835,241724,Villagers,https://boardgamegeek.com/boardgame/241724,1,5,30,60,2.22
836,11825,Empire of the Sun: The Pacific War 1941-1945,https://boardgamegeek.com/boardgame/11825,1,2,360,na,4.38
837,226320,My Little Scythe,https://boardgamegeek.com/boardgame/226320,1,6,45,60,2.02
838,168435,Between Two Cities,https://boardgamegeek.com/boardgame/168435,1,7,25,na,1.82
839,254708,Roll Player Adventures,https://boardgamegeek.com/boardgame/254708,1,4,90,150,2.37
840,155624,Specter Ops,https://boardgamegeek.com/boardgame/155624,2,5,60,120,2.4
841,160495,ZhanGuo,https://boardgamegeek.com/boardgame/160495,2,4,60,120,3.82
842,242574,Century: Eastern Wonders,https://boardgamegeek.com/boardgame/242574,2,4,30,45,2.11
843,72321,The Networks,https://boardgamegeek.com/boardgame/72321,1,5,60,90,2.6
844,181521,Warhammer Quest: The Adventure Card Game,https://boardgamegeek.com/boardgame/181521,1,4,30,60,2.73
845,256788,Detective Club,https://boardgamegeek.com/boardgame/256788,4,8,45,na,1.25
846,158435,Dogs of War,https://boardgamegeek.com/boardgame/158435,3,5,75,na,2.65
847,45,Perudo,https://boardgamegeek.com/boardgame/45,2,6,15,30,1.25
848,255692,New Frontiers,https://boardgamegeek.com/boardgame/255692,2,5,45,75,2.96
849,15364,Vegas Showdown,https://boardgamegeek.com/boardgame/15364,3,5,75,na,2.36
850,244228,Reef,https://boardgamegeek.com/boardgame/244228,2,4,30,45,1.81
851,299684,Khôra: Rise of an Empire,https://boardgamegeek.com/boardgame/299684,2,4,75,na,2.75
852,218333,Rhino Hero: Super Battle,https://boardgamegeek.com/boardgame/218333,2,4,10,20,1.1
853,2453,Blokus,https://boardgamegeek.com/boardgame/2453,2,4,20,na,1.74
854,1465,Wizard,https://boardgamegeek.com/boardgame/1465,3,6,45,na,1.71
855,9823,Advanced Squad Leader: Starter Kit #1,https://boardgamegeek.com/boardgame/9823,2,na,120,na,3.77
856,300877,New York Zoo,https://boardgamegeek.com/boardgame/300877,1,5,30,60,1.96
857,22345,Yspahan,https://boardgamegeek.com/boardgame/22345,2,4,45,60,2.37
858,21882,Blue Moon City,https://boardgamegeek.com/boardgame/21882,2,4,30,50,2.29
859,40628,Finca,https://boardgamegeek.com/boardgame/40628,2,5,45,na,2.07
860,68425,Eminent Domain,https://boardgamegeek.com/boardgame/68425,2,4,45,na,2.51
861,276498,Paris: La Cité de la Lumière,https://boardgamegeek.com/boardgame/276498,2,na,30,na,2.03
862,169654,Deep Sea Adventure,https://boardgamegeek.com/boardgame/169654,2,6,30,na,1.19
863,347305,Inventions: Evolution of Ideas,https://boardgamegeek.com/boardgame/347305,1,4,60,150,4.68
864,116998,Thunderstone Advance: Towers of Ruin,https://boardgamegeek.com/boardgame/116998,1,5,45,na,2.74
865,31563,Middle-Earth Quest,https://boardgamegeek.com/boardgame/31563,2,4,180,na,3.55
866,214887,CO₂: Second Chance,https://boardgamegeek.com/boardgame/214887,1,4,60,120,4.1
867,15512,Incan Gold,https://boardgamegeek.com/boardgame/15512,3,8,30,na,1.11
868,181687,The Pursuit of Happiness,https://boardgamegeek.com/boardgame/181687,1,4,60,90,2.56
869,256382,Disney Villainous: The Worst Takes it All,https://boardgamegeek.com/boardgame/256382,2,6,45,120,2.49
870,3307,Wallenstein,https://boardgamegeek.com/boardgame/3307,3,5,150,na,3.31
871,51,Ricochet Robots,https://boardgamegeek.com/boardgame/51,1,99,30,na,2.38
872,244331,Blue Lagoon,https://boardgamegeek.com/boardgame/244331,2,4,30,45,2.01
873,355483,Wandering Towers,https://boardgamegeek.com/boardgame/355483,2,6,30,na,1.64
874,47185,Warhammer: Invasion,https://boardgamegeek.com/boardgame/47185,2,na,45,na,2.74
875,204516,878 Vikings: Invasions of England,https://boardgamegeek.com/boardgame/204516,2,4,60,120,2.61
876,200147,Kanagawa,https://boardgamegeek.com/boardgame/200147,2,4,45,na,2.01
877,264052,Circadians: First Light,https://boardgamegeek.com/boardgame/264052,1,4,60,90,3.39
878,316546,Clever Cubed,https://boardgamegeek.com/boardgame/316546,1,4,30,na,2.41
879,16747,Tumblin' Dice,https://boardgamegeek.com/boardgame/16747,1,6,20,45,1.04
880,220520,Caverna: Cave vs Cave,https://boardgamegeek.com/boardgame/220520,1,2,20,40,2.56
881,55600,Shipyard,https://boardgamegeek.com/boardgame/55600,2,4,120,na,3.5
882,299047,Disney Villainous: Perfectly Wretched,https://boardgamegeek.com/boardgame/299047,2,3,40,60,2.31
883,241590,Smart10,https://boardgamegeek.com/boardgame/241590,2,8,20,120,1.16
884,251678,Railroad Ink: Blazing Red Edition,https://boardgamegeek.com/boardgame/251678,1,6,20,30,1.49
885,218121,Dice Hospital,https://boardgamegeek.com/boardgame/218121,1,4,45,90,2.3
886,214029,SpaceCorp: 2025-2300AD,https://boardgamegeek.com/boardgame/214029,1,4,60,240,2.99
887,256570,Crown of Emara,https://boardgamegeek.com/boardgame/256570,1,4,45,75,3.06
888,173442,Empires: Age of Discovery,https://boardgamegeek.com/boardgame/173442,2,6,50,150,3.33
889,2163,Space Hulk,https://boardgamegeek.com/boardgame/2163,2,na,45,na,2.5
890,156943,Saint Petersburg (Second Edition),https://boardgamegeek.com/boardgame/156943,2,5,60,na,2.66
891,397385,Pirates of Maracaibo,https://boardgamegeek.com/boardgame/397385,1,4,40,100,2.81
892,201825,Ex Libris,https://boardgamegeek.com/boardgame/201825,1,4,45,na,2.53
893,43528,World Without End,https://boardgamegeek.com/boardgame/43528,2,4,90,120,2.81
894,254386,Raccoon Tycoon,https://boardgamegeek.com/boardgame/254386,2,5,60,90,2.15
895,253499,A War of Whispers,https://boardgamegeek.com/boardgame/253499,2,4,30,60,2.57
896,203417,Exit: The Game – The Secret Lab,https://boardgamegeek.com/boardgame/203417,1,6,45,150,2.53
897,368305,Life of the Amazonia,https://boardgamegeek.com/boardgame/368305,1,4,60,150,2.95
898,162286,Super Motherload,https://boardgamegeek.com/boardgame/162286,2,4,60,75,2.27
899,161417,Red7,https://boardgamegeek.com/boardgame/161417,2,4,5,30,1.7
900,8125,Santiago,https://boardgamegeek.com/boardgame/8125,3,5,75,na,2.48
901,198830,"Heroes of Land, Air & Sea",https://boardgamegeek.com/boardgame/198830,1,4,120,180,3.29
902,179172,Unfair,https://boardgamegeek.com/boardgame/179172,2,5,50,125,2.71
903,218479,Cerebria: The Inside World,https://boardgamegeek.com/boardgame/218479,1,4,60,120,4.34
904,223770,Startups,https://boardgamegeek.com/boardgame/223770,3,7,20,na,1.59
905,171273,FUSE,https://boardgamegeek.com/boardgame/171273,1,5,10,na,1.67
906,316624,Stationfall,https://boardgamegeek.com/boardgame/316624,1,9,60,150,3.9
907,170416,Vast: The Crystal Caverns,https://boardgamegeek.com/boardgame/170416,1,5,75,150,3.64
908,294612,Unlock!: Epic Adventures,https://boardgamegeek.com/boardgame/294612,1,6,60,na,2.16
909,217780,Gentes,https://boardgamegeek.com/boardgame/217780,1,4,90,na,3.17
910,192457,Cry Havoc,https://boardgamegeek.com/boardgame/192457,2,4,60,120,3.29
911,194879,Not Alone,https://boardgamegeek.com/boardgame/194879,2,7,30,45,1.98
912,30645,Tammany Hall,https://boardgamegeek.com/boardgame/30645,3,5,90,na,2.78
913,239472,Abomination: The Heir of Frankenstein,https://boardgamegeek.com/boardgame/239472,2,4,90,180,3.25
914,277700,Merchants Cove,https://boardgamegeek.com/boardgame/277700,1,4,60,90,2.71
915,176165,Dale of Merchants,https://boardgamegeek.com/boardgame/176165,2,4,30,na,2.08
916,175117,Celestia,https://boardgamegeek.com/boardgame/175117,2,6,30,na,1.32
917,227460,Hannibal & Hamilcar,https://boardgamegeek.com/boardgame/227460,2,na,40,200,3.88
918,131287,Panamax,https://boardgamegeek.com/boardgame/131287,2,4,90,120,3.75
919,198740,Lovecraft Letter,https://boardgamegeek.com/boardgame/198740,2,6,5,15,1.43
920,230244,Black Angel,https://boardgamegeek.com/boardgame/230244,1,4,60,120,3.86
921,275467,Letter Jam,https://boardgamegeek.com/boardgame/275467,2,6,45,na,1.96
922,160499,King of New York,https://boardgamegeek.com/boardgame/160499,2,6,40,na,1.87
923,1035,Squad Leader,https://boardgamegeek.com/boardgame/1035,2,na,60,na,4.04
924,249277,Brazil: Imperial,https://boardgamegeek.com/boardgame/249277,1,4,100,na,2.98
925,12002,Jambo,https://boardgamegeek.com/boardgame/12002,2,na,45,na,2.07
926,285984,Last Bastion,https://boardgamegeek.com/boardgame/285984,1,4,45,na,2.61
927,299169,Spicy,https://boardgamegeek.com/boardgame/299169,2,6,15,20,1.35
928,368061,Zoo Vadis,https://boardgamegeek.com/boardgame/368061,3,7,20,40,2.07
929,56692,Parade,https://boardgamegeek.com/boardgame/56692,2,6,45,na,1.46
930,272739,Clinic: Deluxe Edition,https://boardgamegeek.com/boardgame/272739,1,4,60,150,3.98
931,586,Up Front,https://boardgamegeek.com/boardgame/586,2,na,60,na,3.42
932,137988,Zombicide Season 2: Prison Outbreak,https://boardgamegeek.com/boardgame/137988,1,6,60,na,2.66
933,298231,Skyrise,https://boardgamegeek.com/boardgame/298231,2,4,30,90,2.27
934,36235,The Duke,https://boardgamegeek.com/boardgame/36235,2,na,30,na,2.48
935,91872,Dungeons & Dragons: The Legend of Drizzt Board Game,https://boardgamegeek.com/boardgame/91872,1,5,60,na,2.58
936,234477,Battle for Rokugan,https://boardgamegeek.com/boardgame/234477,2,5,60,90,2.75
937,252153,Tang Garden,https://boardgamegeek.com/boardgame/252153,1,4,40,60,2.61
938,122298,Morels,https://boardgamegeek.com/boardgame/122298,2,na,30,na,1.74
939,314503,Codex Naturalis,https://boardgamegeek.com/boardgame/314503,1,4,20,30,1.74
940,197443,Fugitive,https://boardgamegeek.com/boardgame/197443,2,na,5,20,1.65
941,191051,Outlive,https://boardgamegeek.com/boardgame/191051,2,4,40,110,3.01
942,413246,Bomb Busters,https://boardgamegeek.com/boardgame/413246,2,5,30,na,1.97
943,110277,Among the Stars,https://boardgamegeek.com/boardgame/110277,2,4,30,na,2.24
944,156566,Lords of Xidit,https://boardgamegeek.com/boardgame/156566,3,5,90,na,2.64
945,179275,One Deck Dungeon,https://boardgamegeek.com/boardgame/179275,1,2,30,45,2.08
946,234671,Pandemic: Rising Tide,https://boardgamegeek.com/boardgame/234671,2,5,45,na,2.53
947,26997,1989: Dawn of Freedom,https://boardgamegeek.com/boardgame/26997,2,na,150,na,3.29
948,338760,Imperial Steam,https://boardgamegeek.com/boardgame/338760,2,4,120,na,4.19
949,267319,Roam,https://boardgamegeek.com/boardgame/267319,2,4,30,45,1.84
950,363307,Evergreen,https://boardgamegeek.com/boardgame/363307,1,4,45,na,2.13
951,384213,Fromage,https://boardgamegeek.com/boardgame/384213,1,4,30,45,2.45
952,270314,Ohanami,https://boardgamegeek.com/boardgame/270314,2,4,20,na,1.16
953,317457,Dinosaur World,https://boardgamegeek.com/boardgame/317457,2,4,60,120,3.25
954,382843,Evacuation,https://boardgamegeek.com/boardgame/382843,1,4,60,150,3.98
955,131260,Qwixx,https://boardgamegeek.com/boardgame/131260,2,5,15,na,1.11
956,163602,XCOM: The Board Game,https://boardgamegeek.com/boardgame/163602,1,4,60,120,2.91
957,528,ZÈRTZ,https://boardgamegeek.com/boardgame/528,2,na,30,60,2.74
958,342900,Earthborne Rangers,https://boardgamegeek.com/boardgame/342900,1,4,60,240,3.51
959,179803,Arcadia Quest: Inferno,https://boardgamegeek.com/boardgame/179803,2,4,60,120,2.46
960,30957,Tribune: Primus Inter Pares,https://boardgamegeek.com/boardgame/30957,2,5,60,120,2.87
961,196526,Coffee Roaster,https://boardgamegeek.com/boardgame/196526,1,na,10,30,2.11
962,12891,Friedrich: Anniversary Edition,https://boardgamegeek.com/boardgame/12891,3,4,210,na,3.13
963,103886,Star Wars: The Card Game,https://boardgamegeek.com/boardgame/103886,2,na,30,60,2.96
964,216459,The Lost Expedition,https://boardgamegeek.com/boardgame/216459,1,5,30,50,1.88
965,228328,Rurik: Dawn of Kiev,https://boardgamegeek.com/boardgame/228328,1,4,60,120,3.09
