,id,name,Link,Min_players,Max_players,Min_duration,Max_duration,Weight
10024,38703,EVE: Conquests,https://boardgamegeek.com/boardgame/38703,2,4,120,na,3.43
10025,203087,Nine Years: The War of the Grand Alliance 1688-1697,https://boardgamegeek.com/boardgame/203087,2,na,225,na,2.92
10026,93194,011,https://boardgamegeek.com/boardgame/93194,3,6,90,na,2.77
10027,2728,The Generals,https://boardgamegeek.com/boardgame/2728,2,na,10,na,1.84
10028,127275,Fairy Land,https://boardgamegeek.com/boardgame/127275,2,4,30,45,2.06
10029,2392,Mastermind,https://boardgamegeek.com/boardgame/2392,2,na,20,na,1.79
10030,233960,Ali Baba,https://boardgamegeek.com/boardgame/233960,2,4,20,na,1.4
10031,204601,Final Act,https://boardgamegeek.com/boardgame/204601,2,na,50,70,2.11
10032,19918,No Stress Chess,https://boardgamegeek.com/boardgame/19918,2,na,60,na,2.29
10033,310880,Battle for Germany: Deluxe Edition,https://boardgamegeek.com/boardgame/310880,2,4,180,240,2.22
10034,9833,Au fil de l'épée,https://boardgamegeek.com/boardgame/9833,2,na,60,na,2.68
10035,352963,Waterloo Solitaire,https://boardgamegeek.com/boardgame/352963,1,na,15,60,1.5
10036,403160,Арідник (Aridnyk),https://boardgamegeek.com/boardgame/403160,1,4,40,60,2.3
10037,182541,Rory's Story Cubes: Batman,https://boardgamegeek.com/boardgame/182541,1,12,15,na,1.0
10038,22203,Face to the Mat,https://boardgamegeek.com/boardgame/22203,1,2,na,na,1.83
10039,251037,1347: De Nigrae Pestis Ludo,https://boardgamegeek.com/boardgame/251037,2,6,50,180,2.82
10040,81850,Trigger!,https://boardgamegeek.com/boardgame/81850,3,8,20,na,1.0
10041,297864,Экивоки,https://boardgamegeek.com/boardgame/297864,2,16,40,60,1.44
10042,401177,Passo,https://boardgamegeek.com/boardgame/401177,2,na,5,10,1.33
10043,66896,American Carrom,https://boardgamegeek.com/boardgame/66896,2,4,60,na,1.22
10044,100473,String Railway: Transport,https://boardgamegeek.com/boardgame/100473,2,5,60,na,1.83
10045,28678,Grand Conquest,https://boardgamegeek.com/boardgame/28678,2,4,60,na,3.18
10046,174431,Wipers Salient,https://boardgamegeek.com/boardgame/174431,1,na,10,60,1.33
10047,163771,The Siblings Trouble,https://boardgamegeek.com/boardgame/163771,2,4,30,na,1.8
10048,360121,Mission Control: Critical Orbit,https://boardgamegeek.com/boardgame/360121,2,4,15,20,2.0
10049,142364,Palmyra,https://boardgamegeek.com/boardgame/142364,1,5,45,na,2.18
10050,243435,Verflucht!,https://boardgamegeek.com/boardgame/243435,1,5,15,na,1.19
10051,323317,Mouse Cheese Cat Cucumber,https://boardgamegeek.com/boardgame/323317,1,4,12,20,2.0
10052,358561,Transformers Deck-Building Game: A Rising Darkness,https://boardgamegeek.com/boardgame/358561,1,5,45,90,2.0
10053,1836,Solarquest,https://boardgamegeek.com/boardgame/1836,2,6,60,na,1.76
10054,150364,Dig Down Dwarf,https://boardgamegeek.com/boardgame/150364,2,4,15,na,1.44
10055,71676,Back to the Future: The Card Game,https://boardgamegeek.com/boardgame/71676,2,6,20,60,1.74
10056,3133,Captain Park's Imaginary Polar Expedition,https://boardgamegeek.com/boardgame/3133,3,7,45,na,1.55
10057,322626,Àiyé,https://boardgamegeek.com/boardgame/322626,2,4,60,90,2.33
10058,5400,Changgi,https://boardgamegeek.com/boardgame/5400,2,na,60,na,3.33
10059,35453,Strafexpedition 1916,https://boardgamegeek.com/boardgame/35453,2,4,120,na,3.15
10060,22606,"Won by the Sword: Great Campaigns of the Thirty Years War, Vol. 1",https://boardgamegeek.com/boardgame/22606,2,na,360,na,2.73
10061,29656,Athens & Sparta,https://boardgamegeek.com/boardgame/29656,2,na,120,180,2.73
10062,191057,Halt mal kurz: Das Känguru-Spiel,https://boardgamegeek.com/boardgame/191057,3,5,20,na,1.13
10063,174556,Blücher,https://boardgamegeek.com/boardgame/174556,2,4,120,180,2.2
10064,175209,Darkness Comes Rattling,https://boardgamegeek.com/boardgame/175209,2,6,60,120,3.09
10065,116877,Heroica: Ilrion,https://boardgamegeek.com/boardgame/116877,2,3,20,na,1.5
10066,407627,Cheez-Tricks,https://boardgamegeek.com/boardgame/407627,2,5,30,40,1.57
10067,33030,The Drive on Metz (Second Edition),https://boardgamegeek.com/boardgame/33030,1,2,50,na,1.48
10068,191070,Dream Islands,https://boardgamegeek.com/boardgame/191070,2,4,30,na,1.67
10069,259962,Stress Botics,https://boardgamegeek.com/boardgame/259962,2,4,60,135,4.39
10070,198971,Underlings of Underwing,https://boardgamegeek.com/boardgame/198971,1,6,30,60,1.57
10071,227143,1867: The Railways of Canada,https://boardgamegeek.com/boardgame/227143,3,6,180,360,4.0
10072,40213,Nile,https://boardgamegeek.com/boardgame/40213,2,5,30,na,1.53
10073,54372,Erosion,https://boardgamegeek.com/boardgame/54372,2,5,30,na,2.04
10074,241805,A Victory Awaits: Operation Barbarossa 1941,https://boardgamegeek.com/boardgame/241805,1,8,180,900,2.57
10075,398774,Reif für die Insel,https://boardgamegeek.com/boardgame/398774,3,6,40,50,1.8
10076,216,Atlanteon,https://boardgamegeek.com/boardgame/216,2,na,30,na,2.03
10077,419192,Free Ride USA,https://boardgamegeek.com/boardgame/419192,1,5,50,90,2.0
10078,139032,Upon a Fable,https://boardgamegeek.com/boardgame/139032,1,6,60,na,2.43
10079,8702,1807: The Eagles Turn East,https://boardgamegeek.com/boardgame/8702,2,na,360,na,3.41
10080,182385,Rome: Rise to Power,https://boardgamegeek.com/boardgame/182385,2,4,60,na,2.09
10081,321168,Warfare: Modern Tactical Combat,https://boardgamegeek.com/boardgame/321168,1,4,45,180,2.75
10082,202477,Bananagrams Party,https://boardgamegeek.com/boardgame/202477,2,8,10,20,1.25
10083,6584,Grave Robbers II: Skippy's Revenge,https://boardgamegeek.com/boardgame/6584,2,6,30,na,1.32
10084,353326,The Chase of the Bismarck: Operation Rheinübung 1941,https://boardgamegeek.com/boardgame/353326,2,na,120,360,2.89
10085,291951,The Everdeck,https://boardgamegeek.com/boardgame/291951,1,10,na,na,2.75
10086,35662,Caesar XL: The Roman Civil War 50 - 44 BC,https://boardgamegeek.com/boardgame/35662,1,2,45,na,2.05
10087,26961,Moai,https://boardgamegeek.com/boardgame/26961,2,5,75,na,2.72
10088,97377,Hail Caesar: Battles with Model Soldiers in the Ancient Era,https://boardgamegeek.com/boardgame/97377,2,8,240,na,3.0
10089,1370,The Classic Dungeon,https://boardgamegeek.com/boardgame/1370,1,6,30,na,1.43
10090,21703,Mana,https://boardgamegeek.com/boardgame/21703,2,na,10,30,2.0
10091,111379,My Very First Games: Animal upon Animal,https://boardgamegeek.com/boardgame/111379,1,4,10,na,1.0
10092,313723,Samoa,https://boardgamegeek.com/boardgame/313723,2,4,25,na,1.45
10093,4425,Waterloo: Napoleon's Last Battle,https://boardgamegeek.com/boardgame/4425,2,3,60,na,2.77
10094,19878,Lucca Città,https://boardgamegeek.com/boardgame/19878,3,5,20,30,1.73
10095,126025,Rise of the Zombies!,https://boardgamegeek.com/boardgame/126025,1,8,30,90,2.0
10096,142401,Dwarven Miner,https://boardgamegeek.com/boardgame/142401,2,4,30,60,1.92
10097,344620,Pocket Master Builder,https://boardgamegeek.com/boardgame/344620,1,2,20,40,2.9
10098,549,Aerodrome,https://boardgamegeek.com/boardgame/549,2,12,30,60,2.23
10099,364356,Company of Heroes: 2nd Edition,https://boardgamegeek.com/boardgame/364356,2,na,90,150,2.8
10100,294813,The Drifter,https://boardgamegeek.com/boardgame/294813,1,na,15,80,1.8
10101,302990,Funkoverse Strategy Game: DC Comics 102,https://boardgamegeek.com/boardgame/302990,2,na,20,60,2.0
10102,10376,"Ring of Fire: The Fourth Battle for Kharkov, August 1943",https://boardgamegeek.com/boardgame/10376,1,2,240,600,3.0
10103,298164,Volle Weide,https://boardgamegeek.com/boardgame/298164,2,6,5,na,1.0
10104,4121,Road to the Rhine,https://boardgamegeek.com/boardgame/4121,2,3,360,na,3.17
10105,259005,Farben,https://boardgamegeek.com/boardgame/259005,3,5,45,75,1.2
10106,411545,Sunrise Sunset,https://boardgamegeek.com/boardgame/411545,2,na,10,30,1.8
10107,72799,Battle for Stalingrad,https://boardgamegeek.com/boardgame/72799,2,na,60,na,2.0
10108,6641,Desert Steel,https://boardgamegeek.com/boardgame/6641,2,na,240,na,3.05
10109,26203,Star Fleet Battles Silver Anniversary Master Rulebook,https://boardgamegeek.com/boardgame/26203,2,na,na,na,4.86
10110,70324,Duel of the Giants: Eastern Front,https://boardgamegeek.com/boardgame/70324,2,4,30,na,2.55
10111,6860,"River of Death: Battle of Chickamauga, September 19-20, 1863",https://boardgamegeek.com/boardgame/6860,2,na,360,na,3.58
10112,260131,Race For Bastogne,https://boardgamegeek.com/boardgame/260131,2,na,na,na,3.86
10113,274548,6 Castles,https://boardgamegeek.com/boardgame/274548,2,4,45,na,2.92
10114,378959,Claro,https://boardgamegeek.com/boardgame/378959,3,6,15,20,1.0
10115,244121,Kings of War: Vanguard,https://boardgamegeek.com/boardgame/244121,2,na,60,na,3.33
10116,14452,Marengo,https://boardgamegeek.com/boardgame/14452,1,2,180,na,3.47
10117,120305,Farmerama,https://boardgamegeek.com/boardgame/120305,1,4,60,70,2.09
10118,316655,"Warhammer 40,000 (Second Edition)",https://boardgamegeek.com/boardgame/316655,2,6,30,120,3.75
10119,156061,Imperialism: Road to Domination,https://boardgamegeek.com/boardgame/156061,2,4,90,na,3.1
10120,183963,Invaders from Dimension X!,https://boardgamegeek.com/boardgame/183963,1,2,60,90,2.2
10121,141418,LEADERS: The Combined Strategy Game,https://boardgamegeek.com/boardgame/141418,2,6,120,180,2.67
10122,72448,Trivial Pursuit: Bet You Know It,https://boardgamegeek.com/boardgame/72448,2,6,60,na,1.48
10123,195180,Universal Rule,https://boardgamegeek.com/boardgame/195180,3,5,30,45,2.43
10124,139629,Mythe,https://boardgamegeek.com/boardgame/139629,2,5,20,na,1.36
10125,208918,DC Comics Dice Masters: Superman and Wonder Woman Starter Set,https://boardgamegeek.com/boardgame/208918,2,na,30,60,0.0
10126,24270,Hoyuk,https://boardgamegeek.com/boardgame/24270,2,5,60,na,2.56
10127,130999,Diavolo,https://boardgamegeek.com/boardgame/130999,2,6,15,na,1.12
10128,30179,Inside,https://boardgamegeek.com/boardgame/30179,2,na,10,na,2.0
10129,262275,Dust in the Wings,https://boardgamegeek.com/boardgame/262275,2,4,30,na,1.29
10130,240100,Match Me!: What color is this?,https://boardgamegeek.com/boardgame/240100,2,6,20,na,1.0
10131,416780,Adulthood,https://boardgamegeek.com/boardgame/416780,1,4,45,na,2.25
10132,125318,Swords of Sovereignty: Bouvines 1214 – Worringen 1288,https://boardgamegeek.com/boardgame/125318,2,na,120,na,2.43
10133,299933,Dice Flick,https://boardgamegeek.com/boardgame/299933,2,4,10,20,1.2
10134,15081,Retro: Tactical WWII Wargame Variant Rules,https://boardgamegeek.com/boardgame/15081,2,na,30,na,2.54
10135,217470,Qwinto: Das Kartenspiel,https://boardgamegeek.com/boardgame/217470,1,4,20,na,1.67
10136,1757,Yacht Race,https://boardgamegeek.com/boardgame/1757,2,6,60,na,2.0
10137,300727,The Coldest Night,https://boardgamegeek.com/boardgame/300727,1,4,20,na,1.86
10138,218576,Fantastic Park,https://boardgamegeek.com/boardgame/218576,2,5,30,na,1.5
10139,350072,Warhammer Underworlds: Harrowdeep,https://boardgamegeek.com/boardgame/350072,2,na,30,na,3.67
10140,112598,Monster Factory,https://boardgamegeek.com/boardgame/112598,2,6,30,na,1.15
10141,406459,Love Letter: Bridgerton,https://boardgamegeek.com/boardgame/406459,2,6,20,na,1.33
10142,417741,Fall,https://boardgamegeek.com/boardgame/417741,2,na,25,30,2.0
10143,350610,Ryozen,https://boardgamegeek.com/boardgame/350610,2,4,45,90,2.8
10144,346623,Suspect Game,https://boardgamegeek.com/boardgame/346623,4,na,120,480,2.25
10145,226997,South China Sea: Modern Naval Conflict in the South Pacific,https://boardgamegeek.com/boardgame/226997,2,3,120,240,2.83
10146,356954,Table Golf Association,https://boardgamegeek.com/boardgame/356954,1,8,30,120,1.57
10147,26745,"PanzerBlitz: Hill of Death – The Battle for Hill 112, Normandy 1944",https://boardgamegeek.com/boardgame/26745,2,na,60,300,2.88
10148,334187,Bequest,https://boardgamegeek.com/boardgame/334187,3,6,30,45,2.0
10149,270677,Knaster,https://boardgamegeek.com/boardgame/270677,1,99,15,na,1.0
10150,2478,Quirks,https://boardgamegeek.com/boardgame/2478,1,4,45,na,1.97
10151,383525,Berserkers,https://boardgamegeek.com/boardgame/383525,1,na,30,60,2.6
10152,424751,Cat and the Tower,https://boardgamegeek.com/boardgame/424751,1,5,15,30,1.0
10153,343833,Turtle Splash!,https://boardgamegeek.com/boardgame/343833,2,4,15,20,1.0
10154,17534,Just4Fun,https://boardgamegeek.com/boardgame/17534,2,4,25,na,1.26
10155,836,New England Railways,https://boardgamegeek.com/boardgame/836,2,6,90,120,2.59
10156,144709,Sukimono,https://boardgamegeek.com/boardgame/144709,2,6,30,na,1.91
10157,159375,Prime Climb,https://boardgamegeek.com/boardgame/159375,1,4,20,45,1.3
10158,153481,Cherry Picking,https://boardgamegeek.com/boardgame/153481,2,6,30,na,1.6
10159,353289,Sherlock Aquelarre: El Mercader,https://boardgamegeek.com/boardgame/353289,1,8,60,na,1.75
10160,2975,Origins of World War II,https://boardgamegeek.com/boardgame/2975,2,5,60,na,2.05
10161,245704,Anchors Aweigh!,https://boardgamegeek.com/boardgame/245704,2,4,30,na,1.4
10162,144958,Iwo: Bloodbath in the Bonins 19 Feb – 17 Mar 1945,https://boardgamegeek.com/boardgame/144958,1,2,60,120,2.54
10163,192286,SOL,https://boardgamegeek.com/boardgame/192286,2,8,30,60,1.85
10164,211450,Take That,https://boardgamegeek.com/boardgame/211450,2,4,20,na,1.2
10165,9288,Who? What? Where?,https://boardgamegeek.com/boardgame/9288,3,10,30,na,1.45
10166,322522,Rainbow Pirates,https://boardgamegeek.com/boardgame/322522,2,5,15,60,1.6
10167,232478,New Corp Order,https://boardgamegeek.com/boardgame/232478,1,4,25,45,2.63
10168,147030,World of Tanks: Rush,https://boardgamegeek.com/boardgame/147030,2,5,30,na,2.08
10169,287821,Good Cop Bad Cop (Third Edition),https://boardgamegeek.com/boardgame/287821,4,8,20,45,1.33
10170,220331,Saipan: The Bloody Rock,https://boardgamegeek.com/boardgame/220331,1,4,120,2100,4.0
10171,177815,Burger Boss,https://boardgamegeek.com/boardgame/177815,3,5,45,90,2.2
10172,85245,Magician's Kitchen,https://boardgamegeek.com/boardgame/85245,2,4,20,25,1.12
10173,181268,Munchkin: Christmas Lite,https://boardgamegeek.com/boardgame/181268,3,4,60,na,1.33
10174,248761,Bat Cup,https://boardgamegeek.com/boardgame/248761,2,4,30,120,2.09
10175,6554,Lawless,https://boardgamegeek.com/boardgame/6554,2,6,45,na,1.81
10176,167975,Opération Commando: Pegasus Bridge,https://boardgamegeek.com/boardgame/167975,2,na,15,60,2.0
10177,7748,The Italian Front: 1915-1918,https://boardgamegeek.com/boardgame/7748,2,na,360,na,3.09
10178,129710,Card City,https://boardgamegeek.com/boardgame/129710,1,4,30,na,2.0
10179,1722,Caesar's Legions,https://boardgamegeek.com/boardgame/1722,2,na,90,na,2.75
10180,154498,Till Dawn,https://boardgamegeek.com/boardgame/154498,4,8,20,30,1.45
10181,217261,Bohnanza: 20 Jahre,https://boardgamegeek.com/boardgame/217261,3,5,45,na,1.33
10182,232481,Zooloretto Duell,https://boardgamegeek.com/boardgame/232481,2,na,20,na,2.0
10183,94375,The Great Game: Rival Empires in Central Asia 1837-1886,https://boardgamegeek.com/boardgame/94375,2,na,120,180,2.14
10184,5082,Rush Hour,https://boardgamegeek.com/boardgame/5082,2,6,60,na,1.33
10185,3662,BattleFleet Mars: Space Combat in the 21st Century,https://boardgamegeek.com/boardgame/3662,2,na,120,na,3.23
10186,144479,Myths at War,https://boardgamegeek.com/boardgame/144479,2,6,20,na,2.38
10187,220987,Bloody Monday,https://boardgamegeek.com/boardgame/220987,2,na,60,120,3.0
10188,207783,POW!,https://boardgamegeek.com/boardgame/207783,2,5,20,na,1.2
10189,231854,Twin Stars: Adventure Series I,https://boardgamegeek.com/boardgame/231854,1,na,15,30,2.67
10190,89951,Offboard,https://boardgamegeek.com/boardgame/89951,2,na,20,na,2.25
10191,168582,Dragon Racer,https://boardgamegeek.com/boardgame/168582,2,4,30,120,2.0
10192,4449,The Battle of Monmouth,https://boardgamegeek.com/boardgame/4449,2,na,180,na,2.57
10193,5294,Fury in the West,https://boardgamegeek.com/boardgame/5294,2,na,180,na,2.67
10194,23828,Dixie: Gettysburg,https://boardgamegeek.com/boardgame/23828,2,na,60,na,2.13
10195,207202,Castle Dukes,https://boardgamegeek.com/boardgame/207202,1,4,60,90,2.0
10196,403601,Winter Court,https://boardgamegeek.com/boardgame/403601,2,na,30,60,1.8
10197,369146,Warhammer Age of Sigmar: Warcry – Heart of Ghur,https://boardgamegeek.com/boardgame/369146,2,4,45,120,2.5
10198,3237,Against the Reich,https://boardgamegeek.com/boardgame/3237,2,na,480,1200,3.13
10199,367194,The Night,https://boardgamegeek.com/boardgame/367194,1,na,60,120,1.8
10200,5014,Hands Up,https://boardgamegeek.com/boardgame/5014,2,8,20,na,1.08
10201,158883,Norsaga,https://boardgamegeek.com/boardgame/158883,2,4,30,na,1.83
10202,94734,Heroica: Nathuz,https://boardgamegeek.com/boardgame/94734,2,3,15,na,1.5
10203,187587,Emporion,https://boardgamegeek.com/boardgame/187587,2,4,30,45,2.0
10204,99132,2019: The ARCTIC,https://boardgamegeek.com/boardgame/99132,2,4,120,na,3.96
10205,741,Trajan,https://boardgamegeek.com/boardgame/741,2,na,180,na,3.2
10206,266538,Aftershock: San Francisco & Venice,https://boardgamegeek.com/boardgame/266538,2,5,60,na,2.8
10207,347755,Making Manhattan,https://boardgamegeek.com/boardgame/347755,1,2,20,na,1.67
10208,290380,Westphalia,https://boardgamegeek.com/boardgame/290380,6,na,120,na,3.13
10209,24085,EVE: The Second Genesis,https://boardgamegeek.com/boardgame/24085,2,6,20,na,2.76
10210,130908,Desperados,https://boardgamegeek.com/boardgame/130908,3,6,90,na,2.27
10211,308529,Puns of Anarchy,https://boardgamegeek.com/boardgame/308529,3,6,30,90,1.0
10212,148471,Vietnam Solitaire: Special Edition,https://boardgamegeek.com/boardgame/148471,1,2,60,na,2.17
10213,231152,1972: The Lost Phantom,https://boardgamegeek.com/boardgame/231152,1,na,30,90,1.71
10214,240901,"A Time for Trumpets: The Battle of the Bulge, December 1944",https://boardgamegeek.com/boardgame/240901,2,5,na,na,4.33
10215,6504,Ace of Aces: Wingleader,https://boardgamegeek.com/boardgame/6504,2,na,20,na,1.78
10216,26736,Ukraine '44,https://boardgamegeek.com/boardgame/26736,2,na,240,300,2.42
10217,93537,Giza: The Great Pyramid,https://boardgamegeek.com/boardgame/93537,3,4,90,na,2.94
10218,4881,Personal Preference,https://boardgamegeek.com/boardgame/4881,2,16,40,na,1.0
10219,411400,Warhammer: The Old World,https://boardgamegeek.com/boardgame/411400,2,na,120,210,4.64
10220,25462,German Whist,https://boardgamegeek.com/boardgame/25462,2,na,20,na,1.92
10221,135530,Gettysburg 150,https://boardgamegeek.com/boardgame/135530,1,2,120,na,2.15
10222,107638,Master Merchant,https://boardgamegeek.com/boardgame/107638,3,4,15,na,2.1
10223,269403,LOTS: A Competitive Tower Building Game,https://boardgamegeek.com/boardgame/269403,1,4,20,30,1.33
10224,193164,Macroscope,https://boardgamegeek.com/boardgame/193164,2,6,30,na,1.0
10225,269623,Unicorn Glitterluck: Cloud Stacking,https://boardgamegeek.com/boardgame/269623,1,4,15,na,1.0
10226,287217,Pirates Under Fire,https://boardgamegeek.com/boardgame/287217,2,na,25,35,1.33
10227,169436,Speedy Words,https://boardgamegeek.com/boardgame/169436,2,8,10,15,1.0
10228,5607,Battle of the Bulge,https://boardgamegeek.com/boardgame/5607,2,na,120,na,2.29
10229,422898,DCeased: Gotham City Outbreak,https://boardgamegeek.com/boardgame/422898,1,4,60,na,2.5
10230,174584,Orcs Must Die! The Board Game: Order Edition,https://boardgamegeek.com/boardgame/174584,1,4,60,150,2.4
10231,12367,Weapons of Mass Destruction,https://boardgamegeek.com/boardgame/12367,2,4,30,na,1.48
10232,256568,Adventure Island,https://boardgamegeek.com/boardgame/256568,2,5,45,90,2.11
10233,17382,History of the Roman Empire,https://boardgamegeek.com/boardgame/17382,2,4,180,na,2.63
10234,179251,Urban Operations,https://boardgamegeek.com/boardgame/179251,1,6,90,300,3.56
10235,295571,Deckscape Crew vs Crew: The Pirates' Island,https://boardgamegeek.com/boardgame/295571,2,6,30,90,1.5
10236,232823,Best Treehouse Ever: Forest of Fun,https://boardgamegeek.com/boardgame/232823,1,4,20,30,1.5
10237,231367,Dunkirk: France 1940,https://boardgamegeek.com/boardgame/231367,1,2,120,180,2.5
10238,320084,The Dogs of War,https://boardgamegeek.com/boardgame/320084,2,4,180,600,4.13
10239,209672,Pecunia non olet (Second Edition),https://boardgamegeek.com/boardgame/209672,2,6,20,40,1.75
10240,314125,Factory 42,https://boardgamegeek.com/boardgame/314125,2,5,90,120,3.6
10241,10445,Duel Masters Trading Card Game,https://boardgamegeek.com/boardgame/10445,2,4,30,na,2.1
10242,172596,Monster My Neighbor,https://boardgamegeek.com/boardgame/172596,3,8,20,na,1.26
10243,430765,EXIT: The Game – Advent Calendar: The Intergalactic Race,https://boardgamegeek.com/boardgame/430765,1,99,20,45,1.5
10244,175177,Ogre: Objective 218,https://boardgamegeek.com/boardgame/175177,2,na,15,30,1.86
10245,861,Weapons & Warriors:  Castle Combat Set,https://boardgamegeek.com/boardgame/861,2,99,30,na,1.25
10246,215155,Space Infantry: Resurgence,https://boardgamegeek.com/boardgame/215155,1,2,20,60,2.5
10247,671,Bull Run: The First Major Battle of the American Civil War,https://boardgamegeek.com/boardgame/671,2,na,240,na,2.84
10248,4953,1313 Dead End Drive,https://boardgamegeek.com/boardgame/4953,2,4,60,90,1.35
10249,29599,Scandaroon,https://boardgamegeek.com/boardgame/29599,3,4,60,na,2.0
10250,302269,Godtear: The Borderlands Starter Set,https://boardgamegeek.com/boardgame/302269,2,na,60,120,3.0
10251,333252,Reflets d'acide,https://boardgamegeek.com/boardgame/333252,1,12,90,180,3.73
10252,66116,Snapshot,https://boardgamegeek.com/boardgame/66116,2,6,30,na,1.25
10253,420891,Shut The Books,https://boardgamegeek.com/boardgame/420891,3,4,40,na,2.0
10254,422375,Okinawa: The Last Battle of World War II,https://boardgamegeek.com/boardgame/422375,1,na,30,40,2.4
10255,367030,Quests Over Coffee,https://boardgamegeek.com/boardgame/367030,1,2,na,na,1.0
10256,230064,Ninjitsu!,https://boardgamegeek.com/boardgame/230064,2,5,5,10,1.67
10257,25196,Rummikub Six Player,https://boardgamegeek.com/boardgame/25196,2,6,60,na,1.0
10258,209926,Movable Type,https://boardgamegeek.com/boardgame/209926,1,6,20,40,1.8
10259,300081,Hideous Abomination,https://boardgamegeek.com/boardgame/300081,2,6,10,30,1.1
10260,371687,A Simple Life,https://boardgamegeek.com/boardgame/371687,1,2,10,20,2.0
10261,24225,Boxcars,https://boardgamegeek.com/boardgame/24225,2,6,180,na,2.53
10262,60316,Moon Leap,https://boardgamegeek.com/boardgame/60316,2,4,30,na,1.1
10263,7114,SOPAC: Naval Action in the South Pacific 1942–1943,https://boardgamegeek.com/boardgame/7114,2,na,240,na,3.09
10264,26906,South Mountain,https://boardgamegeek.com/boardgame/26906,1,6,360,na,3.6
10265,356312,EXIT: Das Spiel + Puzzle – Das Gold der Piraten,https://boardgamegeek.com/boardgame/356312,1,4,120,180,3.2
10266,106560,American Mah Jongg,https://boardgamegeek.com/boardgame/106560,2,5,45,na,2.33
10267,291431,Splitz,https://boardgamegeek.com/boardgame/291431,2,4,15,30,1.11
10268,4991,Apples to Apples Kids,https://boardgamegeek.com/boardgame/4991,4,10,30,na,1.08
10269,891,Cranium,https://boardgamegeek.com/boardgame/891,4,99,60,na,1.42
10270,148309,Gazala: The Cauldron,https://boardgamegeek.com/boardgame/148309,2,na,180,na,2.71
10271,221408,Warriors of Jogu: Feint,https://boardgamegeek.com/boardgame/221408,2,na,20,30,2.17
10272,4342,"Screaming Eagles in Holland: The 101st Airborne Division's Defense of Hell's Highway, 22-23 September, 1944",https://boardgamegeek.com/boardgame/4342,1,2,240,na,3.79
10273,449,The Great Balloon Race,https://boardgamegeek.com/boardgame/449,2,8,30,na,1.35
10274,17204,Control Nut!,https://boardgamegeek.com/boardgame/17204,2,4,45,na,1.93
10275,199907,Sellswords: Olympus,https://boardgamegeek.com/boardgame/199907,2,na,15,na,2.0
10276,746,"The Game of France, 1940: German Blitzkrieg in the West",https://boardgamegeek.com/boardgame/746,2,na,180,na,2.68
10277,212958,Space Freaks,https://boardgamegeek.com/boardgame/212958,2,4,60,90,2.83
10278,288284,Flash 8,https://boardgamegeek.com/boardgame/288284,1,4,10,15,1.0
10279,248567,Star Trek: Galactic Enterprises,https://boardgamegeek.com/boardgame/248567,3,8,45,na,1.6
10280,397,Diskwars,https://boardgamegeek.com/boardgame/397,2,8,90,na,2.4
10281,235839,Master of Wills,https://boardgamegeek.com/boardgame/235839,2,4,25,45,2.0
